Address,City,Name,URL,Program De,School dis,Image,result_num,status,formatted_,place_id,location_t,latlong
1731 Dahlgreen,"San Antonio, TX",Gardendale Elementary,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"1731 Dahlgreen Ave, San Antonio, TX 78237, USA",ChIJoYC7LFFZXIYR0sz-WcD68k4,ROOFTOP,"29.4121029,-98.56665059999999"
2803 Castroville,"San Antonio, TX",Henry B. Gonzalez Elementary,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"2803 Castroville Rd, San Antonio, TX 78237, USA",ChIJc90iZPBbXIYRcS7iGjOL3y4,ROOFTOP,"29.4102164,-98.5840351"
115 Las Palmas,"San Antonio, TX",Las Palmas Elementary,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"115 Las Palmas Dr, San Antonio, TX 78237, USA",ChIJmy_12jRZXIYRxeAgHSW7XnU,ROOFTOP,"29.4210438,-98.5472963"
400 Aurora Drive,"San Antonio, TX",Loma Park Elementary,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"400 Aurora, San Antonio, TX 78228, USA",ChIJ8_OviB9cXIYRiRFujvLFMGY,ROOFTOP,"29.4426891,-98.5741405"
6515 W Commerce,"San Antonio, TX",Lyndon B. Johnson Elementary,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"6515 W Commerce St, San Antonio, TX 78227, USA",ChIJX_41iRNcXIYRzGiWvQIeZko,ROOFTOP,"29.435715,-98.5903723"
1507 Ceralvo,"San Antonio, TX",Perales Elementary,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"1507 Ceralvo St, San Antonio, TX 78237, USA",ChIJZwOrPzhZXIYRnaL2Il67n9g,ROOFTOP,"29.4091285,-98.5485406"
3823 Fortuna,"San Antonio, TX",Roosevelt Elementary,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"3823 Fortuna, San Antonio, TX 78237, USA",ChIJWxAfk6ReXIYRqVNlxVDHULo,ROOFTOP,"29.4369788,-98.56257339999999"
3011 Ruiz St,"San Antonio, TX",Roy Cisneros Elementary,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"3011 Ruiz St, San Antonio, TX 78228, USA",ChIJ8YBOqcBeXIYR88uh6QqsjUM,ROOFTOP,"29.4390677,-98.54969919999999"
415 SW 36th Street,"San Antonio, TX",Stafford Elementary,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"415 SW 36th St, San Antonio, TX 78237, USA",ChIJYzqY8gFcXIYR7fP4cbQddgU,ROOFTOP,"29.4251339,-98.57321759999999"
2525 SW Gen McMullen,"San Antonio, TX",Winston Elementary,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"2525 S General McMullen Dr, San Antonio, TX 78226, USA",ChIJfX7ElWVZXIYRF9K8SLJnyxU,ROOFTOP,"29.390158,-98.56237899999999"
3300 Ruiz Street,"San Antonio, TX",Cardenas ECC,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"3300 Ruiz St, San Antonio, TX 78237, USA",ChIJb-COsb5eXIYRIGAeutt7wTU,ROOFTOP,"29.438975,-98.554634"
611 SW 36th Street,"San Antonio, TX",Stafford ECC,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"611 SW 36th St, San Antonio, TX 78237, USA",ChIJLTb-UABcXIYRF5MmNmvmEqo,ROOFTOP,"29.4219343,-98.57399029999999"
1626 W Thompson PL,"San Antonio, TX",Brentwood Middle School,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"1626 W Thompson Pl, San Antonio, TX 78226, USA",ChIJLQ-LfWlZXIYRuiNZnmdBGAo,ROOFTOP,"29.3958859,-98.5538476"
3306 Ruiz,"San Antonio, TX",Gus Garcia Middle School,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"3306 Ruiz St, San Antonio, TX 78237, USA",ChIJw5-BBLxeXIYR07wKX2gg2lE,ROOFTOP,"29.4391546,-98.5567368"
627 S Acme Rd,"San Antonio, TX",Wrenn Middle School,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"627 S Acme Rd, San Antonio, TX 78237, USA",ChIJG2PIYwlcXIYRW0kGjSk13k0,ROOFTOP,"29.4230784,-98.5883282"
607 SW 34th St,"San Antonio, TX",Edgewood Fine Arts Academy,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"607 SW 34th St, San Antonio, TX 78237, USA",ChIJWeDQ4KpeXIYRwQDpo5pCYCs,ROOFTOP,"29.4217888,-98.56926879999999"
607 SW 34th St,"San Antonio, TX",Emma Frey Alternative School,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"607 SW 34th St, San Antonio, TX 78237, USA",ChIJWeDQ4KpeXIYRwQDpo5pCYCs,ROOFTOP,"29.4217888,-98.56926879999999"
1922 S Gen McMullen,"San Antonio, TX",John F. Kennedy High School,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"1922 S General McMullen Dr, San Antonio, TX 78226, USA",ChIJYVOWC2lZXIYR--9YhB9iIZE,ROOFTOP,"29.395525,-98.557227"
1227 Memorial St,"San Antonio, TX",Memorial High School,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"0",OK,"1227 Memorial St, San Antonio, TX 78228, USA",ChIJ9YoCA5leXIYRftbfiLEAuOU,ROOFTOP,"29.4466919,-98.56439739999999"
422 W HUTCHINS PL,"San Antonio, TX",Terrell Wells Middle School,https://www.facebook.com/…/a.54852505520…/3088466911206232/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,Harlandale ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/harlandaleisd.jpg,"0",OK,"422 W Hutchins Pl, San Antonio, TX 78221, USA",ChIJpZLd3jxYXIYRc2Y-G8X0hl8,ROOFTOP,"29.344625,-98.50914399999999"
743 W Southcross Blvd,"San Antonio, TX",Leal Middle School,https://www.facebook.com/…/a.54852505520…/3088466911206232/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,Harlandale ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/harlandaleisd.jpg,"0",OK,"743 W Southcross Blvd, San Antonio, TX 78211, USA",ChIJd726bVFYXIYR63W6eqinifw,ROOFTOP,"29.3690569,-98.5213837"
300 W Huff Ave,"San Antonio, TX",Harlandale Middle School,https://www.facebook.com/…/a.54852505520…/3088466911206232/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,Harlandale ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/harlandaleisd.jpg,"0",OK,"300 W Huff Ave, San Antonio, TX 78214, USA",ChIJZ-zp5G5YXIYRIdLj-y-P9rE,ROOFTOP,"29.3638155,-98.4987436"
422 E Ashley Rd,"San Antonio, TX",Kingsborough Middle School,https://www.facebook.com/…/a.54852505520…/3088466911206232/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,Harlandale ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/harlandaleisd.jpg,"0",OK,"422 E Ashley Rd, San Antonio, TX 78221, USA",ChIJx-b8Vh1YXIYRzO5xFeTOhgM,ROOFTOP,"29.3332091,-98.49616619999999"
11843 Vance Jackson,"San Antonio, TX",Hobby MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"11843 Vance Jackson Rd, San Antonio, TX 78230, USA",ChIJDQrVMdNgXIYRknaXW02SUFE,ROOFTOP,"29.5501555,-98.57064229999999"
1256 Pinn Rd,"San Antonio, TX",Jones MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"1256 Pinn Rd, San Antonio, TX 78227, USA",ChIJpdnyVoFcXIYRAmhuzSbKdyM,ROOFTOP,"29.4226864,-98.6219299"
200 Grosenbacher N,"San Antonio, TX",Luna MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"200 N Grosenbacher Rd, San Antonio, TX 78253, USA",ChIJjQE_S91DXIYRGE7jZKoxtu0,ROOFTOP,"29.4340669,-98.73719"
5227 Evers Rd,"San Antonio, TX",Neff MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"5227 Evers Rd, San Antonio, TX 78238, USA",ChIJHR6-E8FdXIYRJ-bWVYcS_bU,ROOFTOP,"29.4835162,-98.5900322"
201 Hunt Lane,"San Antonio, TX",Pease MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"201 Hunt Ln, San Antonio, TX 78245, USA",ChIJdelaYUhDXIYRZY7mfWap3pc,ROOFTOP,"29.434189,-98.6699919"
1400 Cedarhurst,"San Antonio, TX",Rayburn MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"1400 Cedarhurst Dr, San Antonio, TX 78227, USA",ChIJm4a8Ej1bXIYRtO69kAFn6F8,ROOFTOP,"29.3820974,-98.6382151"
3630 Callaghan,"San Antonio, TX",Ross MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"3630 Callaghan Rd, San Antonio, TX 78228, USA",ChIJTQEWvk5cXIYRhUOiVnji-AY,ROOFTOP,"29.4572706,-98.6008658"
6558 Horn Blvd,"San Antonio, TX",Rudder MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"6558 Horn Blvd, San Antonio, TX 78240, USA",ChIJR8bRXadnXIYRZLNLEapOW7c,ROOFTOP,"29.53927029999999,-98.6164969"
13200 Skyhawk,"San Antonio, TX",Stinson MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"13200 Skyhawk Dr, San Antonio, TX 78249, USA",ChIJfVWP7C9mXIYRMCGVCEqS0k0,ROOFTOP,"29.563636,-98.6502835"
2120 N. Ellison,"San Antonio, TX",Vale MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"2120 N Ellison Dr, San Antonio, TX 78251, USA",ChIJ5RjOzQJDXIYRB5TbrU3OPnc,ROOFTOP,"29.4555269,-98.69392839999999"
9410 Timber Path,"San Antonio, TX",Zachry MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"0",OK,"9410 Timber Path, San Antonio, TX 78250, USA",ChIJ7Vju5ZdCXIYRWBOwXrmBWEg,ROOFTOP,"29.4928744,-98.6822399"
1725 Palo Alto Rd,"San Antonio, TX",Palo Alto ES,https://www.facebook.com/…/a.4252205621…/10159693678282178/…,curbside pickup of breakfast 7:30 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,South San ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/soutsanisd.png,"0",OK,"1725 Palo Alto Rd, San Antonio, TX 78211, USA",ChIJ90TqL-FZXIYRQ33PrgG_tiE,ROOFTOP,"29.3344143,-98.5533037"
500 Price Ave,"San Antonio, TX",Carrillo ES,https://www.facebook.com/…/a.4252205621…/10159693678282178/…,curbside pickup of breakfast 7:30 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,South San ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/soutsanisd.png,"0",OK,"500 Price Ave, San Antonio, TX 78211, USA",ChIJ-1EcVZBZXIYR4IFh1sAfYE4,ROOFTOP,"29.3600889,-98.5587109"
7138 Five Palms Dr,"San Antonio, TX",Five Palms ES,https://www.facebook.com/…/a.4252205621…/10159693678282178/…,curbside pickup of breakfast 7:30 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,South San ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/soutsanisd.png,"0",OK,"7138 Five Palms Dr, San Antonio, TX 78242, USA",ChIJLS7rF1haXIYR_t32JXP45d4,ROOFTOP,"29.358916,-98.61477699999999"
7811 Kindred St,"San Antonio, TX",Kindred ES,https://www.facebook.com/…/a.4252205621…/10159693678282178/…,curbside pickup of breakfast 7:30 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,South San ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/soutsanisd.png,"0",OK,"7811 Kindred St, San Antonio, TX 78224, USA",ChIJD8Ywj-pZXIYRKiUhIbQi86U,ROOFTOP,"29.3501097,-98.5513189"
2250 Pue Rd,"San Antonio, TX",Big Country Elementary School,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"0",OK,"2250 Pue Rd, San Antonio, TX 78245, USA",ChIJPW31qYZEXIYRascZMC1hNdc,ROOFTOP,"29.40573,-98.6986051"
3022 Reforma Dr,"San Antonio, TX",Bob Hope Elementary School,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"0",OK,"3022 Reforma Dr, San Antonio, TX 78211, USA",ChIJU-_-9VtXXIYR_OwNDeeOKfI,ROOFTOP,"29.3221928,-98.55570689999999"
5102 Trading Post,"San Antonio, TX",Hidden Cove Elementary School,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"0",OK,"5102 Trading Post, San Antonio, TX 78242, USA",Ei01MTAyIFRyYWRpbmcgUG9zdCwgU2FuIEFudG9uaW8sIFRYIDc4MjQyLCBVU0EiGxIZChQKEgmrogzfbVpchhGTt8E96vCMbhDuJw,RANGE_INTERPOLATED,"29.3394291,-98.5993261"
8911 Excellence Dr,"San Antonio, TX",Medio Creek Elementary School,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"0",OK,"8911 Excellence Dr, San Antonio, TX 78252, USA",ChIJlRELFZFaXIYRmUZhdRoG7vw,ROOFTOP,"29.3397642,-98.6310929"
5902 Fishers Bend St,"San Antonio, TX",Sky Harbour Elementary School,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"0",OK,"5902 Fishers Bend St, San Antonio, TX 78242, USA",ChIJGaG20HxaXIYRM7ddnYQFp6Y,ROOFTOP,"29.336134,-98.61295299999999"
11914 Dragon Ln,"San Antonio, TX",Southwest Elementary school,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"0",OK,"11914 Dragon Ln, San Antonio, TX 78252, USA",ChIJJXzXEPpPXIYR0FHbh1qV9oc,ROOFTOP,"29.3087035,-98.67316849999999"
5311 Merlin Drive,"San Antonio, TX",Camelot Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"5311 Merlin Dr, San Antonio, TX 78218, USA",ChIJeVNdY13zXIYRjbS46KvcWtQ,ROOFTOP,"29.5012859,-98.387503"
200 Lemonwood,"San Antonio, TX",Castle Hills Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"200 Lemonwood Dr, San Antonio, TX 78213, USA",ChIJx16JgHlgXIYRE4XW5SVOESc,ROOFTOP,"29.52109729999999,-98.5196624"
4311 Clear Spring,"San Antonio, TX",Clear Spring Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"4311 Clearspring Dr, San Antonio, TX 78217, USA",ChIJU0Hd31GLXIYRqZSLgMYDuCo,ROOFTOP,"29.5300199,-98.4075429"
302 Heimer Road,"San Antonio, TX",Coker Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"302 Heimer Rd, San Antonio, TX 78232, USA",ChIJ0_1dfH2KXIYRJ4lkUAiiKLQ,ROOFTOP,"29.5650381,-98.4755569"
