Address,City,Name,URL,Program De,School dis,Image,result_num,status,formatted_,place_id,location_t,latlong
2627 Kerrybrook Court,"San Antonio, TX",Colonial Hills Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"2627 Kerrybrook Ct, San Antonio, TX 78230, USA",ChIJsacV9YJgXIYRi17o0GFX7IY,ROOFTOP,"29.516039,-98.5363124"
7235 Dewhurst Road,"San Antonio, TX",Dellview Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"7235 Dewhurst Rd, San Antonio, TX 78213, USA",ChIJx_g6nzxeXIYRRpB_HlqS_UI,ROOFTOP,"29.5009375,-98.5445501"
4415 Bloomdale,"San Antonio, TX",East Terrell Hills Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"4415 Bloomdale, San Antonio, TX 78218, USA",ChIJNcZk7Jr0XIYRd-EYA2ItDXQ,ROOFTOP,"29.490266,-98.4058898"
12634 El Sendero,"San Antonio, TX",El Dorado Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"12634 El Sendero St, San Antonio, TX 78233, USA",ChIJI7cSZ56MXIYRQxiOzGnvnQU,ROOFTOP,"29.5510255,-98.39401009999999"
6111 Fox Creek,"San Antonio, TX","Fox Run Elementary,",https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"6111 Fox Creek St, San Antonio, TX 78247, USA",ChIJd0AiI0SMXIYRSn6zM4wbjKk,ROOFTOP,"29.587947,-98.3676368"
10727 Memory Lane,"San Antonio, TX",Harmony Hills Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"10727 Memory Ln, San Antonio, TX 78216, USA",ChIJ3-s4_RVgXIYR35SttMtkC1E,ROOFTOP,"29.5388258,-98.5007973"
16311 Huebner,"San Antonio, TX",Huebner Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"16311 Huebner Rd, San Antonio, TX 78248, USA",ChIJJX4XQ3RhXIYRmQxKwmLumnc,ROOFTOP,"29.587541,-98.53206499999999"
1701 Jackson-Keller,"San Antonio, TX",Jackson-Keller Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"1701 Jackson Keller Rd, San Antonio, TX 78213, USA",ChIJO8n939ZfXIYRzRxIkx9JAR4,ROOFTOP,"29.511235,-98.51995099999999"
1802 Larkspur,"San Antonio, TX",Larkspur Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"1802 Larkspur Dr, San Antonio, TX 78213, USA",ChIJ14oWElxgXIYRXREhvgf1g6o,ROOFTOP,"29.5434389,-98.521582"
15806 O’Connor,"San Antonio, TX",Longs Creek Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"15806 O'Connor Rd, San Antonio, TX 78247, USA",ChIJp3C2kHWMXIYRJnenotgZLwM,ROOFTOP,"29.5888329,-98.395467"
7047 Montgomery Drive,"San Antonio, TX",Montgomery Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"7047 Montgomery Dr, San Antonio, TX 78239, USA",ChIJCaaAA9nyXIYRJhOF8OKvnOA,ROOFTOP,"29.511479,-98.349576"
13901 Higgins Road,"San Antonio, TX",Northern Hills Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"13901 Higgins Rd, San Antonio, TX 78217, USA",ChIJ5_utPYCMXIYR4uLBk9bVctM,ROOFTOP,"29.5680626,-98.3958031"
519 Pike Road,"San Antonio, TX",Northwood Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"519 Pike Rd, San Antonio, TX 78209, USA",ChIJ-WkTfyf1XIYRncGKcl7xRLs,ROOFTOP,"29.506146,-98.44058899999999"
3250 Nacogdoches Road,"San Antonio, TX",Oak Grove Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"3250 Nacogdoches Rd, San Antonio, TX 78217, USA",ChIJwwQAZymLXIYRzQ5pUgtnQjI,ROOFTOP,"29.5271948,-98.4364136"
2800 Hunters Green,"San Antonio, TX",Oak Meadow Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"2800 Hunters Green, San Antonio, TX 78231, USA",ChIJbcOnLRthXIYREceE69-cCc0,ROOFTOP,"29.5685328,-98.53934699999999"
1103 Allena,"San Antonio, TX",Olmos Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"1103 Allena Dr, San Antonio, TX 78213, USA",ChIJa4QAasZfXIYRLajwlXkB9-4,ROOFTOP,"29.497141,-98.51547699999999"
16650 Redland Road,"San Antonio, TX",Redland Oaks Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"16650 Redland Rd, San Antonio, TX 78247, USA",ChIJyeRrQsiLXIYR3nMxxJzC8Y0,ROOFTOP,"29.5922963,-98.43093139999999"
10222 Broadway,"San Antonio, TX",Regency Place Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"10222 Broadway St, San Antonio, TX 78217, USA",ChIJXYA5atqKXIYRsPjjhXsDBj8,ROOFTOP,"29.5330241,-98.4474915"
8223 N. McCullough,"San Antonio, TX",Ridgeview Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"8223 McCullough Ave, San Antonio, TX 78216, USA",ChIJQfLjjPxfXIYRsFLrbmMUTYk,ROOFTOP,"29.512857,-98.492974"
5933 Royal Ridge,"San Antonio, TX",Royal Ridge Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"5933 Royal Ridge, San Antonio, TX 78239, USA",ChIJIW-B7siMXIYRvFYxnn5rTqA,ROOFTOP,"29.5348785,-98.3705476"
2569 NE Loop 410,"San Antonio, TX",Serna Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"2569 NE Interstate 410 Loop, San Antonio, TX 78217, USA",ChIJixaVP7T0XIYRNcluee3ShR8,ROOFTOP,"29.5175617,-98.41427879999999"
5222 Stahl Road,"San Antonio, TX",Stahl Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"5222 Stahl Rd, San Antonio, TX 78247, USA",ChIJgeil-G-MXIYR7G7zObeScX8,ROOFTOP,"29.58190309999999,-98.3857431"
5100 Knoll Creek,"San Antonio, TX",Steubing Ranch Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"5100 Knollcreek Dr, San Antonio, TX 78247, USA",ChIJkTfR4QyMXIYR6vNE331_n-Q,ROOFTOP,"29.59439979999999,-98.3881195"
4618 Walzem Road,"San Antonio, TX",Walzem Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"4618 Walzem Rd, San Antonio, TX 78218, USA",ChIJR9usfKb0XIYRsPFVnmmPWCw,ROOFTOP,"29.509064,-98.4012939"
3250 Thousand Oaks,"San Antonio, TX",Wetmore Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"3250 Thousand Oaks Dr, San Antonio, TX 78247, USA",ChIJ0_nLgamLXIYRXgSkHD9elBE,ROOFTOP,"29.5700102,-98.4349587"
6523 Cascade,"San Antonio, TX",Wilshire Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"6523 Cascade Pl, San Antonio, TX 78218, USA",ChIJ-27h_O30XIYRhrgvvaxS4_E,ROOFTOP,"29.487771,-98.42371999999999"
465 Faircrest,"San Antonio, TX",Windcrest Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"465 Faircrest Dr, Windcrest, TX 78239, USA",ChIJ7VI9fk7zXIYRhdDlYn2TAYU,ROOFTOP,"29.518272,-98.382835"
5602 Fountainwood,"San Antonio, TX",Woodstone Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"0",OK,"5602 Fountainwood, San Antonio, TX 78233, USA",ChIJWSnzo4yMXIYRkC8wEFPfmGw,ROOFTOP,"29.5645746,-98.37602729999999"
9142 FM78,"Converse, TX",Judson High School,https://www.judsonisd.org/site/default.aspx…,curbside pickup of breakfast 8:00 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:00 p.m.,Judson ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/judsonisd.png,"0",OK,"9142 FM78, Converse, TX 78109, USA",ChIJAenFWl_tXIYR3QnlokbyLdk,ROOFTOP,"29.5107049,-98.30816329999999"
3000 N Foster Rd,"San Antonio, TX",Wagner High School,https://www.judsonisd.org/site/default.aspx…,curbside pickup of breakfast 8:00 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:00 p.m.,Judson ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/judsonisd.png,"0",OK,"3000 N Foster Rd, San Antonio, TX 78244, USA",ChIJHbKrbcrzXIYRK2awt1p67zA,ROOFTOP,"29.4566422,-98.3569359"
8439 Athenian Dr,Universal City,Olympia Elementary School,https://www.judsonisd.org/site/default.aspx…,curbside pickup of breakfast 8:00 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:00 p.m.,Judson ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/judsonisd.png,"0",OK,"8439 Athenian Dr, Universal City, TX 78148, USA",ChIJd9wminmNXIYRoQWoOBIHRwk,ROOFTOP,"29.568789,-98.318096"
2440 Ackerman Rd,"San Antonio, TX",Hopkins Elementary School,https://www.judsonisd.org/site/default.aspx…,curbside pickup of breakfast 8:00 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:00 p.m.,Judson ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/judsonisd.png,"0",OK,"2440 Ackerman Rd, Kirby, TX 78219, USA",ChIJvzgrfuvzXIYR2wzfmKf2iGE,ROOFTOP,"29.4522538,-98.37945219999999"
3635 Candleglenn,"San Antonio, TX",Candlewood Elementary School,https://www.judsonisd.org/site/default.aspx…,curbside pickup of breakfast 8:00 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:00 p.m.,Judson ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/judsonisd.png,"0",OK,"3635 Candleglenn, San Antonio, TX 78244, USA",ChIJ0a35tbjzXIYRIs_VqVFiUpI,ROOFTOP,"29.4578787,-98.3687497"
7607 N New Braunfels Ave,"San Antonio, TX",Alamo Heights Junior School,http://www.ahisd.net/ne…/what_s_new/drive-_thru_meal_service,Curbside pickup 8:00AM - 10:00AM,Alamo Heights ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/alamoheightsisd.png,"0",OK,"7607 N New Braunfels Ave, San Antonio, TX 78209, USA",ChIJaYCuLT_1XIYRIW5IWBeVywA,ROOFTOP,"29.5014762,-98.4603272"
3223 S Loop 1604 E,"San Antonio, TX",Southside Heritage Elementary,https://www.facebook.com/southsideisd/posts/2904315356258071?__xts__[0]=68.ARBM6Xs2dosOVybQgxTcTilt1b3OYCJYqf8OD47-Er-PXmsIfJLyesrfD8JQDmsaafmyW4_gKGXoeLqNbbNnpOB_oJGv9LckxrbvQ1Igjfr1CXj7C5L1nfcYCfh-gwmz3mV7yZpdGcT1Tb7QNArUf5nGO6Bhhqr-D9dYnwKTbgLwM-m3hAb,Curbside pickup at 12:00PM,Southside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southsideisd.jpg,"0",OK,"3223 S Loop 1604 E, San Antonio, TX 78221, USA",ChIJXchUQSD_XIYRlJ2VCyWIBaM,ROOFTOP,"29.2220348,-98.442157"
19190 US-281 South #2,"San Antonio, TX",Southside High School,https://www.facebook.com/southsideisd/posts/2904315356258071?__xts__[0]=68.ARBM6Xs2dosOVybQgxTcTilt1b3OYCJYqf8OD47-Er-PXmsIfJLyesrfD8JQDmsaafmyW4_gKGXoeLqNbbNnpOB_oJGv9LckxrbvQ1Igjfr1CXj7C5L1nfcYCfh-gwmz3mV7yZpdGcT1Tb7QNArUf5nGO6Bhhqr-D9dYnwKTbgLwM-m3hAb,Curbside pickup at 12:00PM,Southside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southsideisd.jpg,"0",OK,"19190 US-281 #2, San Antonio, TX 78221, USA",EisxOTE5MCBVUy0yODEgIzIsIFNhbiBBbnRvbmlvLCBUWCA3ODIyMSwgVVNBIh0aGwoWChQKEglfYT5hTf9chhEgI2uqh9j9bRIBMg,ROOFTOP,"29.240567,-98.4727461"
7173 FM 1628,"San Antonio, TX",East Central High School,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"7173 FM1628, San Antonio, TX 78263, USA",ChIJ9bTh8PDvXIYR1RtIRjBwtUg,ROOFTOP,"29.3524601,-98.29653429999999"
7284 FM 1628,"San Antonio, TX",CAST Lead High School,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"7284 FM1628, Adkins, TX 78101, USA",ChIJW31ey_bvXIYR68QngLWlyhU,ROOFTOP,"29.3512119,-98.29417459999999"
8004 New Sulphur Springs Rd,"San Antonio, TX",Heritage Middle School,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"8004 New Sulphur Springs Rd, San Antonio, TX 78263, USA",ChIJGZYKgW3wXIYRoNZ5kdEg134,ROOFTOP,"29.354821,-98.33366"
5903 SE Loop 410,"San Antonio, TX",Legacy Middle School,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"5903 S East Loop 410, San Antonio, TX 78222, USA",ChIJy-HqRDT3XIYRz8W9i8mnir4,ROOFTOP,"29.3657808,-98.40001579999999"
10625 Green Lake St.,"San Antonio, TX",Harmony Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"10625 Green Lake St, San Antonio, TX 78223, USA",ChIJf6K51CL6XIYRNu1LUw9jEWg,ROOFTOP,"29.3144761,-98.3854064"
3736 SE Military Dr,"San Antonio, TX",Highland Forest Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"3736 SE Military Dr, San Antonio, TX 78223, USA",ChIJ9wD7mGn3XIYRazFvOEPfDm8,ROOFTOP,"29.3535422,-98.4208472"
7806 New Sulphur Springs Rd,"San Antonio, TX",Oak Crest Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"7806 New Sulphur Springs Rd, San Antonio, TX 78263, USA",ChIJNSo_9nHwXIYR3kT071mAAEY,ROOFTOP,"29.353422,-98.336299"
3966 E. Southcross,"San Antonio, TX",Pecan Valley Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"3966 E Southcross, San Antonio, TX 78222, USA",ChIJv4Fq0iL3XIYRvEaG4Sn-RZ8,ROOFTOP,"29.372674,-98.416281"
3602 WW White Rd.,"San Antonio, TX",Salado Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"3602 S WW White Rd, San Antonio, TX 78222, USA",ChIJ_1zqojX3XIYRxBeem6AhU-g,ROOFTOP,"29.3635582,-98.3998887"
6126 Sinclair Rd.,"San Antonio, TX",Sinclair Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"6126 Sinclair Rd, San Antonio, TX 78222, USA",ChIJEeh7RODwXIYRjLC43XqvjTA,ROOFTOP,"29.38495249999999,-98.3731162"
2885 FM 1346,"San Antonio, TX",Tradition Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"0",OK,"2885 FM 1346, La Vernia, TX 78121, USA",EiYyODg1IEZNIDEzNDYsIExhIFZlcm5pYSwgVFggNzgxMjEsIFVTQSIbEhkKFAoSCcnbSVld6FyGEWZf1gQp6G70EMUW,RANGE_INTERPOLATED,"29.3765159,-98.1679465"
369 FM 1346 South,"La Vernia, TX",Lavernia Middle School,https://www.lvisd.org//site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=11&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=5182&PageID=1,curbside pickup of breakfast 7:30 a.m. to 8:00 a.m. and lunch from 11:00 a.m. to 12:00 a.m.,La Vernia ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/lavernia_isd.png?itok=dpxP5qzH,"0",OK,"369 FM 1346, La Vernia, TX 78121, USA",ChIJu2tid1PdXIYRZNf-h2AMUFI,ROOFTOP,"29.35254189999999,-98.1304639"
8365 FM 471 South,"Castroville, TX",Medina Valley High School,https://www.mvisd.com/,curbside pickup of breakfast 7:30 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 a.m.,Medina Valley ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/medina_valley_isd.png?itok=Na9d7rml,"0",OK,"8365 FM471, Castroville, TX 78009, USA",ChIJh52jgPk4XIYRTJv9MlFZTy4,ROOFTOP,"29.3600651,-98.871842"
16069 Uvalde St,"Lacoste, TX",LaCoste Elementary School,https://www.mvisd.com/,curbside pickup of breakfast 7:30 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 a.m.,Medina Valley ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/medina_valley_isd.png?itok=Na9d7rml,"0",OK,"16069 Uvalde St, Lacoste, TX 78039, USA",EicxNjA2OSBVdmFsZGUgU3QsIExhY29zdGUsIFRYIDc4MDM5LCBVU0EiGxIZChQKEglBHLYh4EdchhEDqeXlN1XGNhDFfQ,RANGE_INTERPOLATED,"29.3120743,-98.8160754"
12045 Luckey River,"San Antonio, TX",Luckey Ranch Elementary School,https://www.mvisd.com/,curbside pickup of breakfast 7:30 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 a.m.,Medina Valley ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/medina_valley_isd.png?itok=Na9d7rml,"0",OK,"12045 Luckey River, San Antonio, TX 78252, USA",ChIJw8jOocxFXIYRUlbDw_FIKk4,ROOFTOP,"29.3633305,-98.73224669999999"
190 CR 381 South,"San Antonio, TX",Potranco Elementary School,https://www.mvisd.com/,curbside pickup of breakfast 7:30 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 a.m.,Medina Valley ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/medina_valley_isd.png?itok=Na9d7rml,"0",OK,"190 Co Rd 381, San Antonio, TX 78253, USA",ChIJG9qNzOpAXIYRuoJVEXahhAU,ROOFTOP,"29.4291454,-98.8140894"
701 Curtiss Ave,"Schertz, TX",Schertz Elementary School,https://www.scuc.txed.net/page/32560,curbside pickup of breakfast 7:30 a.m. to 8:30 a.m. and lunch from 11:30 a.m. to 1:00 p.m.,Schertz-Cibolo-Universal City ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/schertz-cibolo-universal_city_isd.jpg?itok=4QFJW5gb,"0",OK,"701 Curtiss Ave, Schertz, TX 78154, USA",ChIJVVVV4eCSXIYRRqXX1Njci-o,ROOFTOP,"29.5570029,-98.2688199"
